Epoch,Total_Loss,DTI_MSE,DTI_CI,DDI_AUC,DDI_AUPR,DDI_ACC,DDI_F1
1.0,7.503878851169493,0.8017104268074036,0.08781410753726959,0.7738305360501656,0.74924349619393,0.6931693483490332,0.7338253575388337
2.0,6.844273323508782,0.6177337765693665,0.13312871754169464,0.8107884705316432,0.7899165256583359,0.7335559581545664,0.7479431532752816
3.0,6.766280675515896,0.6309856176376343,0.17349103093147278,0.8292266579203486,0.8120645734170492,0.7414955740406836,0.7683366563441225
